# stem	genders(m,f,n)	kind — from Monier-Williams (CDSL), see scripts/import-mw.ts
सूपावृत्		adj
सूपिक	m	noun
सूपीय		adj
सूपेशाण	m	noun
सूपौदनषष्ठीपूजा	f	noun
सूप्य	n	noun,adj
सूभर्व		adj
सूम	m	noun
सूमय		adj
सूय	n	noun
सूर	m	noun
सूरकन्द	m	noun
सूरकृत्	m	noun
सूरचक्षस्		adj
सूरचन्द्र	m	noun
सूरजी	m	noun
सूरण	n	noun
सूरत		adj
सूरतकल्पतरु	m	noun
सूरतसिंह	m	noun
सूरता	f	noun
सूरथ	m	noun
सूरदास	m	noun
सूरमस	m	noun
सूरवत्		adj
सूरवर्मन्	m	noun
सूरसुत	m	noun
सूरसूत	m	noun
सूरसेन	m	noun
सूराचार्य	m	noun
सूरि	m	noun
सूरिदेव	m	noun
सूरिन्	m	noun
सूरिभट्ट	m	noun
सूरिसंतोष	m	noun
सूरी	f	noun
सूर्क्षण	n	noun
सूर्क्ष्य	m	noun,adj
सूर्जन	m	noun
सूर्जनचरित	n	noun
सूर्त		adj
सूर्मि	f	noun
सूर्म्य		adj
सूर्म्या	f	noun
सूर्य	m	noun,adj
सूर्यक	m	noun,adj
सूर्यकमल	n	noun
सूर्यकर	m	noun
सूर्यकरमिश्र	m	noun
सूर्यकल्प	m	noun
सूर्यकवच	n	noun
सूर्यकवि	m	noun
सूर्यकान्त	m	noun
सूर्यकान्ति	f	noun
सूर्यकाल	m	noun
सूर्यकालानल	n	noun
सूर्यकालानलचक्र	n	noun
सूर्यकेतु	m	noun,adj
सूर्यक्रान्त	m	noun
सूर्यक्षय	m	noun
सूर्यगङ्गातीर्थ	n	noun
सूर्यगर्भ	m	noun
सूर्यगुप्त	m	noun
सूर्यग्रह	m	noun
सूर्यग्रहण	n	noun
सूर्यचक्षुस्	m	noun
सूर्यचन्द्र	m	noun
सूर्यचन्द्रग्रहण	n	noun
सूर्यचन्द्रव्रत	n	noun
सूर्यचन्द्रव्रतकल्प	m	noun
सूर्यचन्द्रस्तोत्र	n	noun
सूर्यचन्द्रोपरागशान्ति	f	noun
सूर्यज	m	noun
सूर्यजा	f	noun
सूर्यज्योतिस्		adj
सूर्यतनय	m	noun
सूर्यतनया	f	noun
सूर्यतपस्	m	noun
सूर्यतापिनी	f	noun
सूर्यतीर्थ	n	noun
सूर्यतेजस्	n	noun,adj
सूर्यत्वच		adj
सूर्यत्वचस्		adj
सूर्यत्वच्		adj
सूर्यदत्त	m	noun
सूर्यदशाफल	m	noun
सूर्यदास	m	noun
सूर्यदृश्		adj
सूर्यदेव	m	noun
सूर्यदेवत्य		adj
सूर्यद्वादशार्या	f	noun
सूर्यधर	m	noun
सूर्यध्यान	n	noun
सूर्यध्वज	m	noun
सूर्यध्वजपताकिन्		adj
सूर्यनक्षत्र	n	noun
सूर्यनक्षत्रयोग	m	noun
सूर्यनन्दन	m	noun
सूर्यनमस्कार	m	noun
सूर्यनमस्कारमन्त्र	m	noun
सूर्यनमस्कारविधि	m	noun
सूर्यनाडी	f	noun
सूर्यनाभ	m	noun
सूर्यनारायण	m	noun
सूर्यनारायणकवच	n	noun
सूर्यनारायणपूजा	f	noun
सूर्यनारायणव्रत	n	noun
सूर्यनारायणस्तोत्र	n	noun
सूर्यनेत्र	m	noun
सूर्यपक्षकरण	n	noun
सूर्यपक्षशरण	n	noun
सूर्यपञ्चाङ्ग	n	noun
सूर्यपञ्चाङ्गस्तोत्र	n	noun
सूर्यपण्डित	m	noun
सूर्यपति	m	noun
सूर्यपत्त्र	m	noun
सूर्यपत्नी	f	noun
सूर्यपर्णी	f	noun
सूर्यपर्वन्	n	noun
सूर्यपाद	m	noun
सूर्यपुत्र	m	noun
सूर्यपुत्री	f	noun
सूर्यपुर	n	noun
सूर्यपुराण	n	noun
सूर्यपूजा	f	noun
सूर्यपूजाविधि	m	noun
सूर्यप्रकाश	m	noun
सूर्यप्रज्ञप्ति	f	noun
सूर्यप्रतिष्ठा	f	noun
सूर्यप्रतिष्ठामाहात्म्य	n	noun
सूर्यप्रदीप	m	noun
सूर्यप्रभ	m	noun,adj
सूर्यप्रभता	f	noun
सूर्यप्रभव		adj
सूर्यप्रभातेजस्	m	noun
सूर्यप्रभीय		adj
सूर्यप्रशिष्य	m	noun
सूर्यफणिचक्र	n	noun
सूर्यबलि	m	noun
सूर्यबलिराम	m	noun
सूर्यबिम्ब	m	noun
सूर्यबिम्बतीर्थ	n	noun
सूर्यभक्त	m	noun,adj
सूर्यभक्तक	m	noun
सूर्यभक्ता	f	noun
सूर्यभट्ट	m	noun
सूर्यभट्टीय	n	noun
सूर्यभा		adj
सूर्यभागा	f	noun
सूर्यभानु	m	noun
सूर्यभास्	m	noun
सूर्यभ्राज्		adj
सूर्यभ्रातृ	m	noun
सूर्यमणि	m	noun
सूर्यमणिवृक्ष	m	noun
सूर्यमण्डल	m,n	noun
सूर्यमती	f	noun
सूर्यमन्त्र	m	noun
सूर्यमल्ल	m	noun
सूर्यमाल		adj
सूर्यमास	m	noun
सूर्यमुखी	f	noun
सूर्यम्पश्य		adj
सूर्ययन्त्र	n	noun
सूर्यरथ	m	noun
सूर्यरश्मि	m	noun,adj
सूर्यरहस्य	n	noun
सूर्यराज्य	n	noun
सूर्यराम	m	noun
सूर्यरुच्	f	noun
सूर्यर्क्ष	n	noun
सूर्यर्च्	f	noun
सूर्यलता	f	noun
सूर्यलोक	m	noun
सूर्यलोचना	f	noun
सूर्यवंश	m	noun
सूर्यवंश्य		adj
सूर्यवक्त्र	m	noun
सूर्यवज्रपञ्जर	n	noun
सूर्यवती	f	noun
सूर्यवत्	m	noun,adj
सूर्यवन	n	noun
सूर्यवर	m	noun
सूर्यवरलोचन	m	noun
सूर्यवर्ग	m	noun
सूर्यवर्चस्	m	noun,adj
सूर्यवर्ण		adj
सूर्यवर्मन्	m	noun
सूर्यवल्ली	f	noun
सूर्यवार	m	noun
सूर्यविकासिन्		adj
सूर्यविघ्न	m	noun
सूर्यविलोकन	n	noun
सूर्यवेश्मन्	n	noun
सूर्यव्रत	n	noun
सूर्यव्रतकथा	f	noun
सूर्यव्रतमहिमन्	m	noun
सूर्यशतक	n	noun
सूर्यशान्ति	f	noun
सूर्यशिष्य	m	noun
सूर्यशिष्यान्तेवासिन्	m	noun
सूर्यशोभा	f	noun
सूर्यश्री	m	noun
सूर्यश्वित्		adj
सूर्यषट्पदी	f	noun
सूर्यषडक्षरी	f	noun
सूर्यसंक्रम	f	noun
सूर्यसंज्ञ	m,n	noun
सूर्यसदृश	m	noun
सूर्यसप्तति	f	noun
सूर्यसप्तार्या	f	noun
सूर्यसम		adj
सूर्यसहस्रनामन्	n	noun
सूर्यसहस्रनामावली	f	noun
सूर्यसामन्	n	noun
सूर्यसारथि	m	noun
सूर्यसावर्णि	m	noun
सूर्यसावर्णिक		adj
सूर्यसावित्र	m	noun
सूर्यसिंह	m	noun
सूर्यसिद्धान्त	m	noun
सूर्यसिद्धान्तटीका	f	noun
सूर्यसिद्धान्तदीपिका	f	noun
सूर्यसिद्धान्तप्रकाश	m	noun
सूर्यसिद्धान्तप्रदीपिका	f	noun
सूर्यसिद्धान्तभाष्य	n	noun
सूर्यसिद्धान्तमञ्जरी	f	noun
सूर्यसिद्धान्तरहस्य	n	noun
सूर्यसिद्धान्तवासनाभाष्य	n	noun
सूर्यसिद्धान्तव्याख्या	f	noun
सूर्यसिद्धान्तव्याख्यान	n	noun
सूर्यसिद्धान्तव्याख्याविवरण	n	noun
सूर्यसिद्धान्तसारणी	f	noun
सूर्यसिद्धान्तोदाहरण	n	noun
सूर्यसुत	m	noun
सूर्यसूक्त	n	noun
सूर्यसूत	m	noun
सूर्यसूरि	m	noun
सूर्यसेन	m	noun
सूर्यस्तवकपालमोचन	m	noun
सूर्यस्तवन	n	noun
सूर्यस्तुति	f,n	noun
सूर्यस्तुत्	m	noun
सूर्यहृदय	n	noun
सूर्या	f	noun
सूर्यांशु	m	noun
सूर्याकर	m	noun
सूर्याक्ष	m	noun,adj
सूर्यागम	m	noun
सूर्याग्नी	m	noun
सूर्याचन्द्रमसा	m	noun
सूर्याणी	f	noun
सूर्यातप	m	noun
सूर्यातपच्छिन्नदृष्टि		adj
सूर्यातपपरिक्षिप्त		adj
सूर्यात्मज	m	noun
सूर्याथर्वशीर्षोपनिषद्	f	noun
सूर्याथर्वाङ्गिरसोपनिषद्	f	noun
सूर्यादिग्रहप्रीत्यर्थदान	n	noun
सूर्यादिग्रहफलकुण्डली	f	noun
सूर्यादिग्रहसाधन	n	noun
सूर्यादिपञ्चायतनप्रतिष्ठापद्धति	f	noun
सूर्यादिप्रतिमाप्रतिष्ठाविधि	m	noun
सूर्यादिवर्षफलोक्ति	f	noun
सूर्याद्रि	m	noun
सूर्यानन	m	noun
सूर्यानुवादिनी	f	noun
सूर्यापाय	m	noun
सूर्यापीड	m	noun
सूर्याभिनिम्रुक्त		adj
सूर्याभिनिम्लुक्त		adj
सूर्याभ्युदित		adj
सूर्यामासा	m	noun
सूर्यारुणकर्मविपाक	m	noun
सूर्यारुणशतक	n	noun
सूर्यारुणसंवाद	m	noun
सूर्यारुणस्मृति	f	noun
सूर्यार्घ्य	n	noun
सूर्यार्घ्यदानपद्धति	f	noun
सूर्यार्घ्यविधि	m	noun
सूर्यार्णव	m	noun
सूर्यार्णवकर्मविपाक	m	noun
सूर्यार्या	f	noun
सूर्यालोक	m	noun
सूर्यावर्त	m	noun
सूर्यावर्तरस	m	noun
सूर्यावर्ता	f	noun
सूर्यावलोकनप्रयोग	m	noun
सूर्यावसु		adj
सूर्याविद्		adj
सूर्याविवाह	m	noun
सूर्यावेक्षण	n	noun
सूर्याश्मन्	m	noun
सूर्याश्व	m	noun
सूर्याष्टक	n	noun
सूर्याष्टशतनामन्	n	noun
सूर्याष्टोत्तरशतनामन्	n	noun
सूर्यासूक्त	n	noun
सूर्यास्त	m	noun
सूर्यास्तंगमन	n	noun
सूर्यास्तमय	m	noun
सूर्यास्तमयवत्		adj
सूर्याह्व	m,n	noun,adj
सूर्येन्दुसंगम	m	noun
सूर्येष्टिप्रयोग	m	noun
सूर्योढ	m	noun,adj
सूर्योत्थान	n	noun
सूर्योदय	m	noun
सूर्योदयगिरि	m	noun
सूर्योदयन	n	noun
सूर्योदयनिबन्ध	m	noun
सूर्योदयवर्णन	n	noun
सूर्योदयसंकल्पनाटक	n	noun
सूर्योदयास्त	m	noun
सूर्योदयास्तकाल	m	noun
सूर्योद्यान	n	noun
सूर्योपनिषद्	f	noun
सूर्योपस्थानमन्त्र	m	noun
सूर्योपस्थानविधि	m	noun
सूर्योपासक	m	noun
सूर्योपासना	f	noun
सूर्योपासनाविधि	m	noun
सूर्व्य		adj
सूवन्		adj
सूष	m	noun
सूषणा	f	noun
सूषस्		adj
सूषा	f	noun
सूषुवाण		adj
सृक	m	noun
सृकण्डु	f,m	noun
सृकवत्		adj
सृकायिन्		adj
सृकाल	m	noun
सृकावत्		adj
सृकाहस्त		adj
सृक्था	f	noun
सृक्व	m,n	noun
सृक्वणी	f	noun
सृक्वन्	m	noun
सृक्वि	n	noun
सृक्विणी	f	noun
सृग	m	noun
सृगवत्		adj
सृगायिन्		adj
सृगाल	m	noun
सृगालकण्टक	m	noun
सृगालकोलि	m	noun
सृगालगर्त	m	noun
सृगालगर्तीय		adj
सृगालघण्टी	f	noun
सृगालजम्बु	f	noun
सृगालयोनि	m	noun
सृगालरूप		adj
सृगालवदन	m	noun
सृगालवाटी	f	noun
सृगालवाटीय		adj
सृगालवास्तुक	m	noun
सृगालविन्ना	f	noun
सृगालास्थिमय		adj
सृगालिका	f	noun
सृगालिनी	f	noun
सृगाली	f	noun
सृङ्का	f	noun
सृजति	m	noun
सृजत्वकर्मन्	n	noun
सृजय	m	noun
सृजया	f	noun
सृजवान	m	noun
सृजान		adj
सृज्य		adj
सृञ्जय	m	noun
सृञ्जयी	f	noun
सृणि	f,m	noun
सृणिक	m	noun
सृणिका	f	noun
सृणी	f	noun
सृणीक	m	noun
सृणीका	f	noun
सृणीराज	m	noun
सृण्य		adj
सृत	n	noun,adj
सृतंजय	m	noun
सृतजव		adj
सृति	f	noun
सृत्य	n	noun
सृत्वन्	m	noun,adj
सृत्वर		adj
सृत्वरी	f	noun
सृदर	m	noun
सृदाकु	m	noun
सृदागु	m	noun
सृप	m	noun
सृपाट	m	noun
सृपाटिका	f	noun
सृपाटी	f	noun
सृप्त	n	noun,adj
सृप्मन्	m	noun
सृप्र	m,n	noun,adj
सृप्रकरस्न		adj
सृप्रदानु		adj
सृप्रभोजस्		adj
सृप्रवन्धुर		adj
सृप्रा	f	noun
सृबिन्द	m	noun
सृम	m	noun
सृमर	m	noun,adj
सृमल	m	noun
सृष्ट		adj
सृष्टमारुत		adj
सृष्टमूत्रपुरीष		adj
सृष्टवत्		adj
सृष्टविण्मूत्र		adj
सृष्टा	f	noun
सृष्टि	f,m	noun
सृष्टिकरणटीका	f	noun
सृष्टिकर्तृ		adj
सृष्टिकृत्	m	noun,adj
सृष्टिखण्ड	n	noun
सृष्टिदा	f	noun
सृष्टिधर	m	noun
सृष्टिपत्तन	n	noun
सृष्टिप्रदा	f	noun
सृष्टिप्रसङ्ग	m	noun
सृष्टिमत्		adj
सृष्टिसंहिता	f	noun
सृष्ट्यन्तर	m	noun
सृष्ट्यन्तरज	m	noun
सृष्तार्थ		adj
से	f,m,n	noun
सेक	m	noun
सेकंधर	m	noun
सेकंधरपुरी	f	noun
सेकन्धर	m	noun
सेकन्धरपुरी	f	noun
सेकपात्र	n	noun
सेकमिश्रान्न	n	noun
सेकान्त	m	noun
सेकिम	n	noun,adj
सेक्तव्य		adj
सेक्तृ	m	noun,adj
सेक्त्र	n	noun
सेगव	m	noun
सेङ्गर	m	noun
सेचक	m	noun
सेचन	n	noun,adj
सेचनक	n	noun
सेचनघट	m	noun
सेचनी	f	noun
सेचनीय		adj
सेचित		adj
सेच्य		adj
सेट	m	noun
सेटु	m	noun
सेठ	m	noun
सेतकी	f	noun
सेतव्य		adj
सेतु	m	noun,adj
सेतुक	m	noun
सेतुकर	m	noun
सेतुकर्मन्	n	noun
सेतुकाव्य	n	noun
सेतुखण्ड	m	noun
सेतुज	m	noun
सेतुपति	m	noun
सेतुप्रद	m	noun
सेतुबन्ध	m	noun
सेतुबन्धन	n	noun
सेतुभेत्तृ	m	noun
सेतुभेद	m	noun
सेतुभेदिन्	m	noun,adj
सेतुमङ्गलमन्त्र	m	noun
सेतुमाहात्म्य	n	noun
सेतुयात्राविधि	m	noun
सेतुवृक्ष	m	noun
सेतुशैल	m	noun
सेतुषामन्	n	noun
सेतुसंग्रह	m	noun
सेतुसरणि	f	noun
सेतुस्नानविधि	m	noun
सेतृ		adj
सेत्र	n	noun
सेदि	f	noun
सेदुक	m	noun
सेद्धव्य		adj
सेध	m	noun,adj
सेधक		adj
सेधन	n	noun
सेधनीय		adj
सेधा	f	noun
सेन	n	noun,adj
सेनक	m	noun
सेनकुल	n	noun
सेनजित्	f,m	noun,adj
सेनस्कन्ध	m	noun
सेना	f	noun
सेनाकक्ष	m	noun
सेनाकर्मन्	n	noun
सेनागोप	m	noun
सेनाग्नि	m	noun
सेनाग्र	n	noun
सेनाग्रग	m	noun
सेनाग्रगामिन्	m	noun
सेनाङ्ग	n	noun
सेनाङ्गपति	m	noun
सेनाचर	m	noun
सेनाजीव	m	noun
सेनाजू		adj
सेनाधिनाथ	m	noun
सेनाधिप	m	noun
सेनाधिपति	m	noun
सेनाध्यक्ष	m	noun
सेनानाथ	m	noun
सेनानिग्रामणी	m	noun
सेनानिभोगीन		adj
सेनानी	m	noun
सेनापति	m	noun
सेनापतित्व	n	noun
सेनापतिपति	m	noun
सेनापत्य	n	noun
सेनापरिच्छद्		adj
सेनापुर	n	noun
सेनापृष्ठ	n	noun
सेनाप्रणेतृ	m	noun
सेनाबिन्दु	m	noun
सेनाभङ्ग	m	noun
सेनाभिगोप्तृ	m	noun
सेनामुख	n	noun
सेनामुखी	f	noun
सेनायोग	m	noun
सेनारक्ष	m	noun
सेनावास	m	noun
सेनावाह	m	noun
सेनाव्यूह	m	noun
सेनासमुदय	m	noun
सेनास्थ	m	noun
सेनास्थान	n	noun
सेनाहन्	m	noun
सेन्दुक	m	noun
सेन्द्र		adj
सेन्द्रक	m	noun
सेन्द्रगण		adj
सेन्द्रचाप		adj
सेन्द्रता	f	noun
सेन्द्रत्व	n	noun
सेन्द्रधृति		adj
सेन्द्रायुधतडित्		adj
सेन्द्रायुधपुरोगम		adj
सेन्द्रिय		adj
सेन्द्रियत्व	n	noun
सेन्य	m	noun,adj
सेपुर	n	noun
सेभ्य	m	noun,adj
सेमन्तिका	f	noun
सेमन्ती	f	noun
सेय	n	noun,adj
सेयन	m	noun
सेर		adj
सेराल	n	noun,adj
सेराह	m	noun
सेरु		adj
सेरुराह	m	noun
सेर्ष्य		adj
सेर्ष्यम्		ind
सेल	m	noun
सेलग	m	noun
सेलिस	m	noun
सेलु	m	noun
सेल्ल	m	noun
सेल्हार	m	noun
सेव	n	noun
सेवक	m	noun,adj
सेवकालु	m	noun
सेवकोत्तम	m	noun
सेवती	f	noun
सेवन	n	noun
सेवनभावनाकाव्य	n	noun
सेवनिन्	m	noun
सेवनी	f	noun
सेवनीय		adj
सेवन्तिकापरिणय	m	noun
सेवा	f	noun
सेवाकाकु	f	noun
सेवाकौमुदी	f	noun
सेवाजन	m	noun
सेवाञ्जलि	m	noun
सेवातीर्थ	m	noun
सेवादक्ष		adj
सेवाधर्म	m	noun
सेवाफलस्तोत्र	n	noun
सेवाफलस्तोत्रविवृति	f	noun
सेवाफलोक्तिविवृति	f	noun
सेवाभिरत		adj
सेवाभृत्		adj
सेवालिन्		adj
सेवावलम्ब		adj
सेवावसर	m	noun
सेवाविचार	m	noun
सेवाविलासिनी	f	noun
सेवावृत्ति	f	noun
सेवाव्यवहार	m	noun
सेवासी		ind
सेवि	n	noun
सेविका	f	noun
सेवित	n	noun,adj
सेवितमन्मथ		adj
सेवितव्य		adj
सेविता	f	noun
सेवितृ	m	noun,adj
सेवित्व	n	noun
सेविन्		adj
सेव्य	m,n	noun,adj
सेव्यता	f	noun
सेव्यत्व	n	noun
सेव्यमान		adj
सेव्यसेवकौ	m	noun
सेव्या	f	noun
सेश्वर		adj
सेश्वरसांख्य	n	noun
सेषु		adj
सेषुक		adj
सेषुधन्वन्		adj
सेष्टि		adj
सेष्टिक		adj
सेहन		adj
सेहु	m	noun
सेहुण्ड	m	noun
सेहुण्डा	f	noun
सेह्नोक	m	noun
सैंह		adj
सैंहकरोण	m	noun
सैंहकर्ण		adj
सैंहकायन		adj
सैंहल	n	noun,adj
सैंहली	f	noun
सैंहाद्रिक	m	noun
सैंहिक	m	noun,adj
सैंहिकेय	m	noun,adj
सैक		adj
सैकत	m,n	noun,adj
सैकतवत्		adj
सैकतिक	m,n	noun,adj
सैकतिन्		adj
सैकतेष्ट	n	noun
सैकद्विसप्तक		adj
सैकयत	m	noun
सैकयतविध		adj
सैकयत्या	f	noun
सैकावलि		adj
सैक्य		adj
सैक्षव		adj
सैचालिन		adj
सैत	m	noun
सैतकेय		adj
सैतव	m	noun,adj
सैतवाहिनी	f	noun
सैद्धान्तिक	m	noun,adj
सैध्रक		adj
सैध्रकावत		adj
सैध्रिक	n	noun
सैध्रिकमय		adj
सैनक	n	noun
सैनानीक		adj
सैनान्य	n	noun
सैनापत्य	n	noun
सैनिक	m	noun,adj
सैन्दूर		adj
सैन्धव	m,n	noun,adj
सैन्धवक	m	noun,adj
सैन्धवखिल्य	m	noun
सैन्धवचूर्ण	n	noun
सैन्धवशिलाशकल	n	noun
सैन्धवसर्पिस्	n	noun
सैन्धवायन	m	noun
सैन्धवायनि	m	noun
सैन्धवारण्य	n	noun
सैन्धवी	f	noun
सैन्धी	f	noun
सैन्धुक्षित	n	noun
सैन्धुमित्रिक		adj
सैन्धुवक्त्रक		adj
सैन्य	m,n	noun,adj
सैन्यकक्ष	m	noun
सैन्यक्षोभ	m	noun
सैन्यघातकर		adj
सैन्यनायक	m	noun
सैन्यनिग्राहिका	f	noun
सैन्यनिवेशभूमि	f	noun
सैन्यपति	m	noun
सैन्यपाल	m	noun
सैन्यपृष्ठ	n	noun
सैन्यपृष्ठभाग	m	noun
सैन्यमय		adj
सैन्यवास	m	noun
सैन्यव्यपदेश	m	noun
सैन्यशिरस्	n	noun
सैन्यहन्तृ	m	noun
सैन्याधिपति	m	noun
सैन्योपवेशन	n	noun
सैमन्तिक	n	noun
सैर	n	noun,adj
सैरंध्र	m	noun
सैरंध्रिका	f	noun
सैरंध्री	f	noun
सैरकायण		adj
सैरावत्		adj
सैरि	m	noun
सैरिंध	m	noun
सैरिंध्र	f,m	noun
सैरिंध्रक		adj
सैरिक	m	noun,adj
सैरिभ	m	noun
सैरिभी	f	noun
सैरिष्ठ	m	noun
सैरीय	m	noun
सैरेय	m,n	noun
सैर्य	m	noun
सैलग	m	noun
सैलि	m	noun
सैवालिन		adj
सैस		adj
सैसक		adj
सैसिकत	m	noun
सैहरेय		adj
सो	f	noun
सोक्थ		adj
सोक्थक		adj
सोक्थ्य		adj
सोख		adj
सोच्छ्रय		adj
सोच्छ्वास		adj
सोच्छ्वासत्व	n	noun
सोच्छ्वासम्		ind
सोढ	m,n	noun,adj
सोढगोविन्द	m	noun
सोढल	m	noun
सोढवत्		adj
सोढव्य	n	noun,adj
सोढामित्र	m	noun
सोढिन्		adj
सोढृ		adj
सोतु	m	noun
सोतृ		adj
सोत्क		adj
सोत्कण्ठ		adj
सोत्कण्ठम्		ind
सोत्कम्प		adj
सोत्कर्ष		adj
सोत्कृष्टहसितस्वर		adj
सोत्तर		adj
सोत्तरपण		adj
सोत्पल		adj
सोत्पात	n	noun
सोत्पीड		adj
सोत्प्रास	m	noun,adj
सोत्प्रासम्		ind
सोत्प्रासहसित	n	noun
सोत्प्रेक्षम्		ind
सोत्व	m	noun,adj
सोत्सङ्ग		adj
सोत्सव		adj
सोत्साह		adj
सोत्साहता	f	noun
सोत्साहम्		ind
सोत्सुक		adj
सोत्सेक		adj
सोत्सेध		adj
सोत्सेधम्		ind
सोदक		adj
सोदकुम्भ	m	noun
सोदधिल		adj
सोदपूर्वम्		ind
सोदय		adj
सोदयन		adj
सोदर	m	noun,adj
सोदरी	f	noun
सोदरीय		adj
सोदर्क	n	noun,adj
सोदर्य		adj
सोदर्यवत्		adj
सोदर्यस्नेह	m	noun
सोद्धरण		adj
सोद्धार		adj
सोद्धारविभागिन्		adj
सोद्बाष्पम्		ind
सोद्यम		adj
सोद्योग		adj
सोद्वेग		adj
सोद्वेगम्		ind
सोध	m	noun
सोनह	m	noun
सोनि	m	noun
सोनोदेवी	f	noun
सोन्माद		adj
सोपकरण		adj
सोपकार		adj
सोपकारक		adj
सोपक्रम		adj
सोपग्रहम्		ind
सोपचय		adj
सोपचार		adj
सोपचारकम्		ind
सोपचारम्		ind
सोपद्रव		adj
सोपध		adj
सोपधम्		ind
सोपधान		adj
सोपधि		adj
सोपधिशेष		adj
सोपनिषत्क		adj
सोपन्यास		adj
सोपपत्तिक		adj
सोपपद		adj
सोपप्लव		adj
सोपबर्हण		adj
सोपम		adj
सोपर		adj
सोपरोध		adj
सोपरोधम्		ind
सोपवास		adj
सोपवासिक		adj
सोपसर्ग		adj
सोपस्वेद		adj
सोपहव		adj
सोपहास		adj
सोपहासम्		ind
सोपहासोत्प्रास	m	noun
सोपांशुयाज		adj
सोपाक	m	noun
सोपाख्य		adj
सोपादान		adj
सोपाधि		adj
सोपाधिक		adj
सोपाधिकत्व	n	noun
सोपाध्यायगण		adj
सोपान	n	noun
सोपानक	n	noun
सोपानकपरम्परा	f	noun
सोपानकूप	m	noun
सोपानत्क		adj
सोपानत्व	n	noun
सोपानपङ्क्ति	f	noun
सोपानपञ्चक	n	noun
सोपानपञ्चरत्न	n	noun
सोपानपथ	m	noun
सोपानपद्धति	f	noun
सोपानपरम्परा	f	noun
सोपानभूत		adj
सोपानमार्ग	m	noun
सोपानमाला	f	noun
सोपानरचना	f	noun
सोपानह्		adj
सोपानाली	f	noun
सोपाय		adj
सोपारकपत्तन	n	noun
सोपालम्भ		adj
सोपालम्भम्		ind
सोपाश्रय	n	noun,adj
सोपाश्रयनिषदन	n	noun
सोपासन		adj
सोभ	n	noun
सोभय		adj
सोभरि	m	noun
सोभरीयु		adj
सोभ्य	m	noun,adj
सोम	m,n	noun,adj
सोमक	m	noun
सोमकत्व	n	noun
सोमकन्या	f	noun
सोमकरणी	f	noun
सोमकर्मन्	n	noun
सोमकर्मपद्धति	f	noun
सोमकर्मप्रदीपिका	f	noun
सोमकलश	m	noun
सोमकल्प	m	noun
सोमकवि	m	noun
सोमकान्त	m	noun,adj
सोमकाम		adj
सोमकारिका	f	noun
सोमकीर्ति	m	noun
सोमकुल्या	f	noun
सोमकेश्वर	m	noun
सोमक्रतवीय	n	noun
सोमक्रतु	m	noun
सोमक्रयण	n	noun,adj
सोमक्रयणी	f	noun
सोमक्षय	m	noun
सोमक्षीरा	f	noun
सोमक्षीरी	f	noun
सोमखड्डक	m	noun
सोमगणक	m	noun
सोमगर्भ	m	noun
सोमगिरि	m	noun
सोमगृहपति		adj
सोमगोपा	m	noun
सोमग्रह	m	noun
सोमग्रहण	n	noun,adj
सोमघृत	n	noun
सोमचक्षस्		adj
सोमचन्द्र	m	noun
सोमचन्द्रगणि	m	noun
सोमचमस	m	noun
सोमच्युत		adj
सोमज	m,n	noun,adj
सोमजम्भन्	m	noun
सोमजा		adj
सोमजामि		adj
सोमजुष्ट		adj
सोमतिलकसूरि	m	noun
सोमतीर्थ	n	noun
सोमतीर्थमाहात्म्य	n	noun
सोमतेजस्		adj
सोमत्व	n	noun
सोमदक्ष	m	noun
सोमदत्त	m	noun
सोमदत्ता	f	noun
सोमदर्शन	m	noun
सोमदा	f	noun
सोमदीक्षाविधि	m	noun
सोमदेव	m	noun
सोमदेवत		adj
सोमदेवत्य		adj
सोमदेवश्रीकरलालभैरवपुरपति	m	noun
सोमदेवसूरि	m	noun
सोमदेवी	f	noun
सोमदेवैकनाथ	m	noun
सोमदैवज्ञ	m	noun
सोमदैवत्य		adj
सोमधान		adj
सोमधारा	f	noun
सोमधेय	m	noun
सोमनन्दिन्	m	noun
सोमनन्दीश्वर	n	noun
सोमनाथ	m,n	noun
सोमनाथतीर्थ	n	noun
सोमनाथदीक्षित	m	noun
सोमनाथदीक्षितीय	n	noun
सोमनाथपट्टन	n	noun
सोमनाथपण्डित	m	noun
सोमनाथपत्तन	n	noun
सोमनाथप्रशस्ति	f	noun
सोमनाथभट्ट	m	noun
सोमनाथभाष्य	n	noun
सोमनाथमहापात्र	n	noun
सोमनाथरस	m	noun
सोमनाथीय	n	noun
सोमनीति	f	noun
सोमनेत्र		adj
सोमन्	m	noun
सोमप	m	noun,adj
सोमपञ्चक	n	noun
सोमपञ्चकप्रयोग	m	noun
सोमपञ्चिका	f	noun
सोमपण्डित	m	noun
सोमपति	m	noun
सोमपत्त्र	n	noun
सोमपत्नी	f	noun
सोमपद	m,n	noun
सोमपदार्थकथन	n	noun
सोमपद्धति	f	noun
सोमपरिबाध्		adj
सोमपरिश्रयण	n	noun
सोमपर्ण	n	noun
सोमपर्याणहन	n	noun
सोमपर्वन्	n	noun
सोमपा		adj
सोमपातम		adj
सोमपात्र	n	noun
सोमपाथिन्	m	noun
सोमपान	n	noun,adj
सोमपायिन्		adj
सोमपाल	m	noun
सोमपालविलास	m	noun
सोमपावन्	m	noun
सोमपित्सरु		adj
सोमपीडा	f	noun
सोमपीति	f	noun
सोमपीतिन्		adj
सोमपीथ	m	noun,adj
सोमपीथिन्		adj
सोमपीविन्	m	noun
